"ageb_id","runoff"
5959,0
5960,0
5961,0
5962,0
5963,0
5964,0
5965,0
5966,0
5967,0
5968,0
5969,0
5970,0
5971,0
5972,0
5973,0
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,0
5988,0
5989,0
5990,0
5991,0
5992,0
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,0
6006,0
6007,0
6008,0
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,0
6016,0
6017,0
6018,0
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,0
6034,0
6035,0
6036,0
6037,0
6038,0
6039,0
6040,0
6041,0
6042,0
6043,0
6044,0
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,0
6056,0
6057,0
6058,0
6059,0
6060,0
6061,0
6062,0
6063,0
6064,0
6065,0
6066,0
6067,0
6068,0
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0
6077,0
6078,0
6079,0
6080,0
6081,0
6082,0
6083,0
6084,0
6085,0
6086,0
6087,0
6088,0
6089,0
6090,0
6091,0
6092,0
6093,0
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,0
6102,0
6103,0
6104,0
6105,0
6106,0
6107,0
6108,0
6109,0
6110,0
6111,0
6112,0
6113,0
6114,0
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,0
6127,0
6128,0
6129,0
6130,0
6131,0
6132,0
6133,0
6134,0
6135,0
6136,0
6137,0
6138,0
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,0
6152,0
6153,0
6154,0
6155,0
6156,0
6157,0
6158,0
6159,0
6160,0
6161,0
6162,0
6163,0
6164,0
6165,0
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,0
6173,0
6174,0
6175,0
6176,0
6177,0
6178,0
6179,0
6180,0
6181,0
6182,0
6183,0
6184,0
6185,0
6186,0
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,0
6200,0
6201,0
6202,0
6203,0
6204,0
6205,0
6206,0
6207,0
6208,0
6209,0
6210,0
6211,0
6212,0
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,0
6222,1
6223,0
6224,1
6225,0
6226,1
6227,0
6228,0
6229,0
6230,1
6231,0
6232,1
6233,1
6234,1
6235,0
6236,0
6237,0
6238,1
6239,0
6240,0
6241,0
6242,1
6243,1
6244,0
6245,0
6246,1
6247,1
6248,1
6249,1
6250,1
6251,1
6252,1
6253,1
6254,1
6255,1
6256,1
6257,1
6258,1
6259,1
6260,1
6261,1
6262,1
6263,1
6264,1
6265,1
6266,1
6267,1
6268,1
6269,1
6270,1
6271,1
6272,1
6273,1
6274,0
6275,1
6276,1
6277,1
6278,1
6279,1
6280,0
6281,1
6282,1
6283,1
6284,1
6285,1
6286,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,0
6294,0
6295,0
6296,0
6297,0
6298,0
6299,0
6300,0
6301,0
6302,0
6303,0
6304,0
6305,0
6306,0
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,0
6318,0
6319,0
6320,0
6321,0
6322,0
6323,0
6324,0
6325,0
6326,0
6327,0
6328,0
6329,0
6330,0
6331,0
6332,0
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,0
6342,0
6343,0
6344,0
6345,0
6346,0
6347,0
6348,0
6349,0
6350,0
6351,0
6352,0
6353,0
6354,0
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0
6367,0
6368,0
6369,0
6370,0
6371,0
6372,0
6373,0
6374,0
6375,0
6376,0
6377,0
6378,0
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,0
6391,0
6392,0
6393,0
6394,0
6395,0
6396,0
6397,0
6398,0
6399,0
6400,0
6401,0
6402,0
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,0
6413,0
6414,0
6415,0
6416,0
6417,0
6418,0
6419,0
6420,0
6421,0
6422,0
6423,0
6424,0
6425,0
6426,0
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0
6439,0
6440,0
6441,0
6442,0
6443,0
6444,0
6445,0
6446,0
6447,0
6448,0
6449,0
6450,0
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0
6463,0
6464,0
6465,0
6466,0
6467,0
6468,0
6469,0
6470,0
6471,0
6472,0
6473,0
6474,1
6475,1
6476,0
6477,1
6478,1
6479,1
6480,1
6481,0
6482,0
6483,0
6484,0
6485,0
6486,0
6487,0
6488,0
6489,0
6490,1
6491,1
6492,1
6493,1
6494,1
6495,1
6496,1
6497,1
6498,1
6499,1
6500,0
6501,0
6502,0
6503,0
6504,0
6505,0
6506,0
6507,0
6508,0
6509,0
6510,0
6511,1
6512,1
6513,1
6514,1
6515,1
6516,0
6517,0
6518,0
6519,1
6520,1
6521,0
6522,0
6523,0
6524,0
6525,0
6526,0
6527,0
6528,1
6529,1
6530,1
6531,1
6532,1
6533,1
6534,1
6535,1
6536,1
6537,1
6538,1
6539,1
6540,0
6541,1
6542,1
6543,0
6544,0
6545,0
6546,0
6547,0
6548,0
6549,0
6550,0
6551,1
6552,1
6553,1
6554,1
6555,0
6556,0
6557,0
6558,0
6559,0
6560,0
6561,0
6562,0
6563,0
6564,0
6565,0
6566,0
6567,0
6568,0
6569,0
6570,0
6571,0
6572,0
6573,0
6574,0
6575,0
6576,0
6577,0
6578,0
6579,0
6580,0
6581,0
6582,0
6583,0
6584,0
6585,0
6586,0
6587,0
6588,0
6589,0
6590,0
6591,0
6592,0
6593,0
6594,0
6595,0
6596,0
6597,0
6598,0
6599,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,0
6606,0
6607,0
6608,0
6609,0
6610,0
6611,0
6612,0
6613,0
6614,0
6615,0
6616,0
6617,0
6618,0
6619,0
6620,0
6621,0
6622,0
6623,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,0
6630,0
6631,0
6632,0
6633,0
6634,0
6635,0
6636,0
6637,0
6638,0
6639,0
6640,0
6641,0
6642,0
6643,0
6644,0
6645,0
6646,0
6647,0
6648,0
6649,0
6650,0
6651,0
6652,0
6653,0
6654,0
6655,0
6656,0
6657,0
6658,0
6659,0
6660,0
6661,0
6662,0
6663,0
6664,0
6665,0
6666,0
6667,0
6668,0
6669,0
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0
6678,0
6679,0
6680,0
6681,0
6682,0
6683,0
6684,0
6685,0
6686,0
6687,0
6688,0
6689,0
6690,0
6691,0
6692,0
6693,0
6694,0
6695,0
6696,0
6697,0
6698,0
6699,0
6700,0
6701,0
6702,0
6703,0
6704,0
6705,0
6706,0
6707,0
6708,0
6709,0
6710,0
6711,0
6712,0
6713,0
6714,0
6715,0
6716,0
6717,0
6718,0
6719,0
6720,0
6721,0
6722,0
6723,0
6724,0
6725,0
6726,0
6727,0
6728,0
6729,0
6730,0
6731,0
6732,0
6733,0
6734,0
6735,0
6736,0
6737,0
6738,0
6739,0
6740,0
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,0
6748,0
6749,0
6750,0
6751,0
6752,1
6753,1
6754,1
6755,0
6756,0
6757,0
6758,0
6759,0
6760,0
6761,0
6762,0
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,0
6771,1
6772,0
6773,0
6774,0
6775,0
6776,0
6777,0
6778,0
6779,0
6780,0
6781,0
6782,0
6783,0
6784,0
6785,1
6786,1
6787,1
6788,0
6789,0
6790,0
6791,0
6792,0
6793,0
6794,0
6795,1
6796,1
6797,1
6798,1
6799,1
6800,1
6801,1
6802,1
6803,0
6804,0
6805,0
6806,0
6807,0
6808,1
6809,0
6810,0
6811,1
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,1
6819,1
6820,1
6821,0
6822,1
6823,0
6824,1
6825,1
6826,1
6827,1
6828,1
6829,1
6830,1
6831,0
6832,0
6833,0
6834,0
6835,0
6836,0
6837,0
6838,0
6839,0
6840,0
6841,0
6842,0
6843,0
6844,0
6845,1
6846,0
6847,0
6848,0
6849,1
6850,0
6851,0
6852,1
6853,1
6854,1
6855,1
6856,0
6857,0
6858,1
6859,0
6860,1
6861,1
6862,1
6863,1
6864,1
6865,1
6866,0
6867,0
6868,0
6869,0
6870,0
6871,0
6872,0
6873,0
6874,1
6875,1
6876,1
6877,1
6878,1
6879,1
6880,1
6881,1
6882,0
6883,0
6884,1
6885,1
6886,1
6887,1
6888,1
6889,1
6890,1
6891,0
6892,1
6893,1
6894,1
6895,1
6896,1
6897,1
6898,1
6899,1
6900,1
6901,1
6902,1
6903,0
6904,1
6905,1
6906,0
6907,1
6908,1
6909,1
6910,1
6911,1
6912,1
6913,1
6914,0
6915,0
6916,0
6917,0
6918,0
6919,0
6920,0
6921,0
6922,0
6923,0
6924,0
6925,0
6926,0
6927,0
6928,0
6929,0
6930,0
6931,0
6932,0
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,1
6942,1
6943,1
6944,1
6945,1
6946,0
6947,0
6948,0
6949,0
6950,0
6951,0
6952,0
6953,0
6954,0
6955,0
6956,1
6957,1
6958,1
6959,1
6960,0
6961,0
6962,0
6963,0
6964,0
6965,0
6966,0
6967,0
6968,1
6969,1
6970,1
6971,1
6972,1
6973,1
6974,1
6975,1
6976,1
6977,1
6978,1
6979,1
6980,1
6981,1
6982,1
6983,1
6984,1
6985,1
6986,1
6987,1
6988,1
6989,1
6990,1
6991,1
6992,1
6993,0
6994,0
6995,0
6996,0
6997,0
6998,0
6999,0
7000,0
7001,0
7002,0
7003,0
7004,0
7005,0
7006,0
7007,0
7008,1
7009,0
7010,0
7011,1
7012,0
7013,1
7014,0
7015,0
7016,1
7017,1
7018,1
7019,1
7020,1
7021,1
7022,0
7023,0
7024,0
7025,0
7026,0
7027,1
7028,1
7029,0
7030,0
7031,1
7032,1
7033,0
7034,1
7035,1
7036,0
7037,0
7038,1
7039,1
7040,0
7041,0
7042,0
7043,0
7044,0
7045,0
7046,1
7047,0
7048,0
7049,0
7050,0
7051,0
7052,1
7053,1
7054,0
7055,0
7056,0
7057,0
7058,0
7059,1
7060,1
7061,1
7062,1
7063,1
7064,0
7065,1
7066,1
7067,1
7068,1
7069,1
7070,1
7071,1
7072,0
7073,0
7074,0
7075,0
7076,0
7077,0
7078,1
7079,1
7080,1
7081,1
7082,0
7083,0
7084,1
7085,1
7086,1
7087,1
7088,0
7089,0
7090,1
7091,1
7092,0
7093,0
7094,0
7095,1
7096,0
7097,0
7098,0
7099,0
7100,0
7101,1
7102,1
7103,0
7104,0
7105,0
7106,0
7107,0
7108,0
7109,0
7110,0
7111,0
7112,0
7113,0
7114,0
7115,1
7116,1
7117,1
7118,1
7119,0
7120,0
7121,1
7122,0
7123,1
7124,1
7125,1
7126,1
7127,1
7128,1
7129,1
7130,1
7131,1
7132,1
7133,1
7134,1
7135,1
7136,1
7137,1
7138,1
7139,1
7140,1
7141,1
7142,1
7143,1
7144,1
7145,1
7146,1
7147,1
7148,1
7149,1
7150,1
7151,1
7152,1
7153,1
7154,1
7155,1
7156,1
7157,1
7158,1
7159,1
7160,1
7161,1
7162,1
7163,1
7164,1
7165,1
7166,1
7167,1
7168,1
7169,1
7170,1
7171,1
7172,1
7173,1
7174,1
7175,1
7176,1
7177,1
7178,1
7179,1
7180,1
7181,1
7182,1
7183,1
7184,1
7185,1
7186,1
7187,1
7188,1
7189,1
7190,1
7191,1
7192,1
7193,1
7194,1
7195,1
7196,1
7197,1
7198,1
7199,1
7200,1
7201,1
7202,1
7203,1
7204,1
7205,1
7206,1
7207,1
7208,1
7209,1
7210,1
7211,1
7212,1
7213,1
7214,1
7215,1
7216,1
7217,0
7218,0
7219,0
7220,0
7221,0
7222,0
7223,0
7224,0
7225,0
7226,0
7227,0
7228,0
7229,0
7230,0
7231,0
7232,0
7233,0
7234,0
7235,0
7236,0
7237,0
7238,0
7239,0
7240,0
7241,0
7242,0
7243,0
7244,0
7245,0
7246,0
7247,0
7248,0
7249,0
7250,0
7251,0
7252,0
7253,0
7254,0
7255,0
7256,0
7257,0
7258,0
7259,0
7260,1
7261,0
7262,0
7263,1
7264,0
7265,1
7266,0
7267,1
7268,1
7269,1
7270,1
7271,1
7272,1
7273,1
7274,1
7275,1
7276,1
7277,1
7278,1
7279,1
7280,1
7281,1
7282,1
7283,1
7284,1
7285,1
7286,1
7287,1
7288,1
7289,1
7290,1
7291,1
7292,1
7293,1
7294,1
7295,1
7296,1
7297,1
7298,1
7299,1
7300,0
7301,0
7302,0
7303,1
7304,1
7305,1
7306,1
7307,0
7308,0
7309,1
7310,1
7311,1
7312,1
7313,0
7314,1
7315,1
7316,1
7317,1
7318,1
7319,0
7320,1
7321,1
7322,1
7323,1
7324,0
7325,0
7326,0
7327,0
7328,0
7329,1
7330,1
7331,1
7332,1
7333,0
7334,0
7335,0
7336,0
7337,0
7338,0
7339,0
7340,0
7341,0
7342,0
7343,0
7344,0
7345,0
7346,1
7347,1
7348,1
7349,1
7350,1
7351,1
7352,1
7353,1
7354,1
7355,1
7356,1
7357,1
7358,1
7359,1
7360,0
7361,0
7362,0
7363,0
7364,1
7365,1
7366,1
7367,1
7368,1
7369,1
7370,0
7371,0
7372,0
7373,0
7374,0
7375,0
7376,0
7377,0
7378,0
7379,0
7380,0
7381,1
7382,1
7383,1
7384,1
7385,0
7386,0
7387,0
7388,1
7389,0
7390,0
7391,1
7392,0
7393,0
7394,0
7395,1
7396,1
7397,1
7398,1
7399,1
7400,1
7401,1
7402,1
7403,1
7404,1
7405,1
7406,1
7407,1
7408,1
7409,0
7410,0
7411,0
7412,0
7413,1
7414,1
7415,1
7416,1
7417,1
7418,1
7419,1
7420,1
7421,1
7422,1
7423,1
7424,1
7425,1
7426,1
7427,1
7428,1
7429,1
7430,1
7431,1
7432,1
7433,1
7434,1
7435,1
7436,1
7437,1
7438,1
7439,1
7440,1
7441,1
7442,1
7443,1
7444,1
7445,1
7446,1
7447,1
7448,1
7449,1
7450,1
7451,1
7452,1
7453,1
7454,1
7455,1
7456,1
7457,1
7458,1
7459,1
7460,1
7461,1
7462,1
7463,1
7464,1
7465,1
7466,1
7467,1
7468,1
7469,1
7470,1
7471,1
7472,1
7473,1
7474,1
7475,1
7476,1
7477,1
7478,1
7479,1
7480,1
7481,1
7482,1
7483,1
7484,1
7485,1
7486,1
7487,1
7488,1
7489,1
7490,1
7491,1
7492,1
7493,1
7494,1
7495,1
7496,1
7497,1
7498,1
7499,1
7500,1
7501,1
7502,1
7503,1
7504,1
7505,1
7506,1
7507,1
7508,1
7509,1
7510,1
7511,1
7512,1
7513,1
7514,1
7515,1
7517,1
7518,1
7519,1
7520,1
7521,1
7522,1
7523,1
7524,1
7525,1
7526,1
7527,1
7528,1
7529,0
7530,0
7531,0
7532,0
7533,0
7534,0
7535,0
7536,0
7537,0
7538,0
7539,0
7540,0
7541,0
7542,0
7543,0
7544,0
7545,0
7546,0
7547,1
7548,1
7549,1
7550,1
7551,1
7552,1
7553,1
7554,1
7555,0
7556,0
7557,0
7558,0
7559,0
7560,0
7561,0
7562,0
7563,0
7564,0
7565,0
7566,1
7567,1
7568,1
7569,0
7570,0
7571,0
7572,0
7573,0
7574,0
7575,0
7576,1
7577,1
7578,1
7579,1
7580,1
7581,1
7582,1
7583,1
7584,1
7585,0
7586,0
7587,0
7588,0
7589,0
7590,0
7591,0
7592,0
7593,1
7594,1
7595,1
7596,1
7597,1
7598,1
7599,1
7600,1
7601,1
7602,1
7603,1
7604,1
7605,1
7606,1
7607,1
7608,1
7609,1
7610,1
7611,1
7612,1
7613,0
7614,0
7615,0
7616,1
7617,1
7618,1
7619,1
7620,1
7621,1
7622,1
7623,1
7624,1
7625,1
7626,1
7627,1
7628,1
7629,1
7630,1
7631,1
7632,1
7633,1
7634,1
7635,1
7636,1
7637,1
7638,1
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7645,1
7646,1
7647,1
7648,1
7649,1
7650,1
7651,1
7652,1
7653,1
7654,1
7655,1
7656,1
7657,1
7658,1
7659,1
7660,1
7661,1
7662,0
7663,0
7664,0
7665,0
7666,0
7667,0
7668,1
7669,1
7670,0
7671,0
7672,0
7673,1
7674,1
7675,1
7676,1
7677,1
7678,1
7679,1
7680,1
7681,1
7682,1
7683,1
7684,1
7685,0
7686,0
7687,1
7688,1
7689,1
7690,1
7691,1
7692,1
7693,1
7694,1
7695,1
7696,1
7697,1
7698,1
7699,1
7700,1
7701,1
7702,1
7704,1
7705,1
7706,1
7707,1
7708,1
7709,1
7710,1
7711,1
7712,1
7713,1
7714,1
7715,1
7716,1
7717,1
7718,1
7719,1
7720,1
7721,1
7722,1
7723,1
7724,1
7725,1
7726,1
7727,1
7728,1
7729,1
7730,1
7731,1
7732,1
7733,1
7734,1
7735,0
7736,1
7737,0
7738,0
7739,0
7740,0
7741,0
7742,0
7743,0
7744,0
7745,0
7746,0
7747,0
7748,0
7749,0
7750,0
7751,0
7752,0
7753,0
7754,0
7755,0
7756,0
7757,1
7758,0
7759,1
7760,1
7761,1
7762,1
7763,1
7764,1
7765,1
7766,1
7767,1
7768,1
7769,1
7770,1
7771,1
7772,0
7773,1
7774,1
7775,1
7776,1
7777,1
7778,1
7779,1
7780,1
7781,0
7782,1
7783,0
7784,0
7785,0
7786,1
7787,1
7788,1
7789,1
7790,1
7791,1
7792,1
7793,1
7794,1
7795,1
7796,1
7797,1
7798,1
7799,1
7800,1
7801,1
7802,0
7803,1
7804,0
7805,0
7806,0
7807,0
7808,0
7809,0
7810,0
7811,0
7812,0
7813,0
7814,0
7815,1
7816,1
7817,1
7818,1
7819,1
7820,1
7821,0
7822,0
7823,0
7824,0
7825,0
7826,0
7827,1
7828,1
7829,1
7830,1
7831,0
7832,0
7833,0
7834,0
7835,0
7836,0
7837,0
7838,0
7839,1
7840,1
7841,1
7842,1
7843,1
7844,1
7845,0
7846,1
7847,1
7848,1
7849,1
7851,1
7852,1
7853,1
7854,0
7855,0
7856,0
7857,0
7858,0
7859,0
7860,0
7861,0
7862,0
7863,0
7864,0
7865,0
7866,0
7867,0
7868,0
7869,0
7870,0
7871,0
7872,0
7873,0
7874,0
7875,0
7876,0
7877,0
7878,0
7879,0
7880,0
7881,0
7882,0
7883,0
7884,0
7885,0
7886,0
7887,0
7888,0
7889,0
7890,0
7891,0
7892,0
7893,0
7894,0
7895,0
7896,0
7897,0
7898,0
7899,0
7900,0
7901,0
7902,0
7903,0
7904,0
7905,0
7906,0
7907,0
7908,0
7909,0
7910,0
7911,0
7912,0
7913,0
7914,0
7915,0
7916,0
7917,0
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,0
7925,0
7926,0
7927,0
7928,0
7929,0
7930,0
7931,0
7932,0
7933,0
7934,0
7935,0
7936,0
7937,0
7938,0
7939,0
7940,0
7941,0
7942,0
7943,0
7944,0
7945,0
7946,0
7947,0
7948,0
7949,0
7950,0
7951,0
7952,0
7953,0
7954,0
7955,0
7956,0
7957,0
7958,0
7959,0
7960,0
7961,0
7962,0
7963,0
7964,0
7965,0
7966,0
7967,0
7968,0
7969,0
7970,0
7971,0
7972,0
7973,0
7974,0
7975,0
7976,0
7977,0
7978,0
7979,0
7980,0
7981,0
7982,0
7983,0
7984,0
7985,0
7986,0
7987,0
7988,0
7989,0
7990,0
7991,0
7992,0
7993,0
7994,0
7995,0
7996,0
7997,0
7998,0
7999,0
8000,0
8001,0
8002,0
8003,0
8004,0
8005,0
8006,0
8007,0
8008,0
8009,0
8010,0
8011,0
8012,0
8013,0
8014,0
8015,0
8016,0
8017,0
8018,0
8019,0
8020,0
8021,0
8022,0
8023,0
8024,0
8025,0
8026,0
8027,0
8028,0
8029,0
8030,0
8031,0
8032,0
8033,0
8034,0
8035,0
8036,0
8037,0
8038,0
8039,0
8040,0
8041,0
8042,0
8043,0
8044,0
8045,0
8046,0
8047,0
8048,0
8049,0
8050,0
8051,0
8052,0
8053,0
8054,0
8055,0
8056,0
8057,0
8058,0
8059,0
8060,0
8061,0
8062,0
8063,0
8064,0
8065,0
8066,0
8067,0
8068,0
8069,0
8070,0
8071,0
8072,0
8073,0
8074,0
8075,0
8076,0
8077,0
8078,0
8079,0
8080,0
8081,0
8082,0
8083,0
8084,0
8085,0
8086,0
8087,0
8088,0
8089,0
8090,0
8091,0
8092,0
8093,0
8094,0
8095,0
8096,0
8097,0
8098,0
8099,0
8100,0
8101,0
8102,0
8103,0
8104,0
8105,0
8106,0
8107,0
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8121,0
8122,0
8123,0
8124,0
8125,0
8126,0
8127,0
8128,0
8129,0
8130,0
8131,0
8132,0
8133,0
8134,0
8135,0
8136,0
8137,0
8138,0
8139,0
8140,0
8141,0
8142,0
8143,0
8144,0
8145,0
8146,0
8147,0
8148,0
8149,0
8150,0
8151,0
8152,0
8153,0
8154,0
8155,0
8156,0
8157,0
8158,0
8159,0
8160,0
8161,0
8162,0
8163,0
8164,0
8165,0
8166,0
8167,0
8168,0
8169,0
8170,0
8171,0
8172,0
8173,0
8174,0
8175,0
8176,0
8177,0
8178,0
8179,0
8180,0
8181,0
8182,0
8183,0
8184,0
8185,0
8186,0
8187,0
8188,0
8189,0
8190,0
8191,0
8192,0
8193,0
8194,0
8195,0
8197,0
8198,0
8199,0
8200,0
8201,0
8202,0
8203,0
8204,0
8205,0
8206,0
8207,0
8208,0
8209,0
8210,0
8211,0
8212,0
8213,0
8214,0
8215,0
8216,0
8217,0
8218,0
8219,0
8220,0
8221,0
8222,0
8223,0
8224,0
8225,0
8226,0
8227,0
8228,0
8229,0
8230,0
8231,0
8232,0
8233,0
8234,0
8235,0
8236,0
8237,0
8238,0
8239,0
8240,0
8241,0
8242,0
8243,0
8244,0
8245,0
8246,0
8247,0
8248,0
8249,0
8250,0
8251,0
8252,0
8253,0
8254,0
8255,0
8256,0
8257,0
8258,0
8259,0
8260,0
8261,0
8262,0
8263,0
8264,0
8265,0
8266,0
8267,0
8268,0
8269,0
8270,0
8271,0
8272,0
8273,0
8274,0
8275,0
8276,0
8277,0
8278,0
8279,0
8280,0
8281,0
8282,0
8283,0
8284,0
8285,0
8286,0
8287,0
8288,0
8289,0
8290,0
8291,0
8292,0
8293,0
8294,0
8295,0
8296,0
8297,0
8298,0
8299,0
8300,0
8301,0
8302,0
8303,0
8304,0
8305,0
8306,0
8307,0
8308,0
8309,0
8310,0
8311,0
8312,0
8313,0
8314,0
8315,0
8316,0
8317,0
8318,0
8319,0
8320,0
8321,0
8322,0
8323,0
8324,0
8325,0
8326,0
8327,0
8328,0
8329,0
8330,0
8331,0
8332,0
8333,0
8334,0
8335,0
8336,0
8337,0
8338,0
8339,0
8340,0
8341,0
8342,0
8343,0
8344,0
8345,0
8346,0
8347,0
8348,0
8349,0
8350,0
8351,0
8352,0
8353,0
8354,0
8355,0
8356,0
8357,0
8358,0
8359,0
8360,0
8361,0
8362,0
8363,0
8364,0
8365,0
8366,0
8367,0
8368,0
8369,0
8370,0
8371,0
8372,0
8373,0
8374,0
8375,0
8376,0
8377,0
8378,0
8379,0
8380,0
8381,0
8382,0
8383,0
8384,0
8385,0
8386,0
8387,0
8388,0
8389,0
8390,0
